StatID,TeamID,PlayerID,SeasonType,Season,Name,Team,Position,Started,GlobalTeamID,Updated,Games,FantasyPoints,Minutes,Seconds,FieldGoalsMade,FieldGoalsAttempted,FieldGoalsPercentage,EffectiveFieldGoalsPercentage,TwoPointersMade,TwoPointersAttempted,TwoPointersPercentage,ThreePointersMade,ThreePointersAttempted,ThreePointersPercentage,FreeThrowsMade,FreeThrowsAttempted,FreeThrowsPercentage,OffensiveRebounds,DefensiveRebounds,Rebounds,OffensiveReboundsPercentage,DefensiveReboundsPercentage,TotalReboundsPercentage,Assists,Steals,BlockedShots,Turnovers,PersonalFouls,Points,TrueShootingAttempts,TrueShootingPercentage,PlayerEfficiencyRating,AssistsPercentage,StealsPercentage,BlocksPercentage,TurnOversPercentage,UsageRatePercentage,FantasyPointsFanDuel,FantasyPointsDraftKings,FantasyPointsYahoo,PlusMinus,DoubleDoubles,TripleDoubles,FantasyPointsFantasyDraft,IsClosed,LineupConfirmed,LineupStatus
710881,3,20000439,1,2020,Nene Hilario,ATL,C,0,20000003,2020-10-31T22:19:28,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,Scrambled
709412,1,20000441,1,2020,Bradley Beal,WAS,SG,57,20000001,2020-10-31T22:19:28,57,1222.0,985,2,284.6,625.4,21.8,25.0,203.0,394.6,24.7,81.6,230.9,16.9,184.8,219.4,40.4,25.0,91.2,116.2,0.6000000000000001,2.4,1.5,166.6,34.1,11.0,93.1,60.5,835.7,722.0,27.8,13.4,14.2,0.4,0.2,2.6,16.6,1267.2,1321.0,1267.2,-96.5,1.8,0.0,1321.0,False,,Scrambled
709563,1,20000442,1,2020,John Wall,WAS,PG,0,20000001,2020-10-31T22:19:28,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,Scrambled
709681,11,20000443,1,2020,Otto Porter,CHI,SF,9,20000011,2020-10-31T22:19:28,14,140.7,158,23,29.8,67.2,21.3,25.4,18.2,37.4,23.4,11.5,29.8,18.6,4.4,13.0,33.8,3.0,16.8,23.0,1.0,2.8,1.8,12.0,3.5,1.4,2.5,14.9,80.2,72.9,26.4,4.2,2.7,0.5,0.4,1.6,10.1,150.8,150.2,150.8,12.5,0.0,0.0,150.2,False,,Scrambled
709703,8,20000452,1,2020,Garrett Temple,BKN,SG,35,20000008,2020-10-31T22:19:28,62,590.7,830,20,106.6,281.8,18.1,23.4,45.6,96.5,22.7,61.0,185.3,15.8,33.6,41.8,38.6,13.9,90.7,104.6,0.4,2.6,1.5,74.9,23.5,13.9,29.8,51.8,307.7,300.1,24.6,3.0,3.0,0.30000000000000004,0.30000000000000004,2.1,3.9,628.1,642.7,628.1,-19.7,0.5,0.0,642.7,False,,Scrambled
709589,5,20000453,1,2020,Terrence Ross,ORL,SG,0,20000005,2020-10-31T22:19:28,69,738.0,907,1,163.7,406.1,19.3,24.4,78.7,164.2,23.0,85.0,241.9,16.8,75.4,88.3,40.9,3.0,100.3,106.6,0.2,2.8,1.5,39.4,37.0,11.5,33.6,52.3,487.7,444.9,26.3,3.8,1.6,0.5,0.30000000000000004,1.6,11.0,786.4,802.6,786.4,-34.6,0.0,0.0,802.6,False,,Scrambled
709503,21,20000455,1,2020,Jonas Valanciunas,MEM,C,70,20000021,2020-10-31T22:19:28,70,1091.1,886,3,207.4,354.7,28.1,29.1,192.0,311.0,29.6,15.4,43.7,16.9,71.0,96.0,35.5,102.2,276.0,378.2,2.9,15.5,10.8,62.9,14.4,37.0,61.0,88.8,501.1,397.0,30.3,12.6,2.5,0.2,0.8,3.1,10.4,1142.4,1177.0,1142.4,1.2,18.7,0.2,1177.0,False,,Scrambled
709555,24,20000456,1,2020,DeMar DeRozan,SA,SG,68,20000024,2020-10-31T22:19:28,68,1218.5,1112,12,267.4,503.5,25.5,25.7,263.0,486.7,25.9,2.1,16.8,12.3,182.9,216.5,40.6,21.1,158.9,180.0,0.5,3.5,2.0,181.9,33.6,4.6,78.7,86.4,721.9,598.8,28.9,12.0,12.5,0.30000000000000004,0.2,2.7,12.7,1261.7,1274.0,1261.7,-56.6,1.6,0.0,1274.0,False,,Scrambled
708365,10,20000457,1,2020,Kyle Lowry,TOR,PG,58,20000010,2020-10-31T22:19:28,58,1038.7,1007,4,160.3,385.4,20.0,24.9,81.6,161.8,24.2,78.7,223.7,16.9,141.1,164.6,41.1,15.4,124.8,140.2,0.4,2.9,1.7000000000000002,207.8,39.4,12.5,85.4,91.2,540.5,457.9,28.3,10.1,14.7,0.4,0.30000000000000004,3.6,11.1,1090.5,1140.0,1090.5,132.0,3.5,0.5,1140.0,False,,Scrambled
708347,28,20000459,1,2020,Lou Williams,LAC,SG,8,20000028,2020-10-31T22:19:28,65,913.8,894,27,187.7,449.3,20.1,22.8,134.4,298.1,21.6,53.3,151.2,16.9,140.2,162.7,41.3,14.9,81.6,96.5,0.4,2.1,1.3,175.2,21.1,2.8,87.4,38.4,568.8,520.9,26.2,4.8,14.4,0.30000000000000004,0.1,3.3,13.7,940.7,990.4,940.7,97.4,0.5,0.0,990.4,False,,Scrambled
