StatID,TeamID,PlayerID,SeasonType,Season,Name,Team,Position,Started,GlobalTeamID,Updated,Games,FantasyPoints,Minutes,Seconds,FieldGoalsMade,FieldGoalsAttempted,FieldGoalsPercentage,EffectiveFieldGoalsPercentage,TwoPointersMade,TwoPointersAttempted,TwoPointersPercentage,ThreePointersMade,ThreePointersAttempted,ThreePointersPercentage,FreeThrowsMade,FreeThrowsAttempted,FreeThrowsPercentage,OffensiveRebounds,DefensiveRebounds,Rebounds,OffensiveReboundsPercentage,DefensiveReboundsPercentage,TotalReboundsPercentage,Assists,Steals,BlockedShots,Turnovers,PersonalFouls,Points,TrueShootingAttempts,TrueShootingPercentage,PlayerEfficiencyRating,AssistsPercentage,StealsPercentage,BlocksPercentage,TurnOversPercentage,UsageRatePercentage,FantasyPointsFanDuel,FantasyPointsDraftKings,FantasyPointsYahoo,PlusMinus,DoubleDoubles,TripleDoubles,FantasyPointsFantasyDraft,IsClosed,LineupConfirmed,LineupStatus
204474,28,20000438,1,2016,Paul Pierce,LAC,SF,38,20000028,2017-11-07T10:35:39,68,641.2,1000,29,117.1,322.8,29.5,37.2,56.1,126.0,36.2,61.0,196.7,25.2,43.9,53.7,66.5,7.9,141.5,151.2,0.7000000000000001,12.3,5.4,57.7,26.8,13.8,47.2,104.9,339.0,346.4,39.8,6.0,5.6,0.9,0.7000000000000001,7.9,14.5,681.9,702.8,681.9,43.1,0.0,0.0,,False,,Scrambled
204475,1,20000439,1,2016,Nene Hilario,WAS,C,11,20000001,2017-11-07T10:35:39,57,866.1,889,46,169.9,312.2,44.2,44.2,169.9,309.8,44.6,0.0,2.0,0.0,87.0,150.4,47.0,42.3,168.3,210.6,3.4,17.6,10.8,78.9,43.9,21.1,61.8,126.8,426.8,378.4,45.9,15.0,11.5,1.6,1.3,11.4,17.7,931.1,908.7,931.1,26.0,0.7000000000000001,0.0,,False,,Scrambled
204476,1,20000440,1,2016,Marcin Gortat,WAS,C,74,20000001,2017-11-07T10:35:39,75,1806.5,1833,46,352.0,621.1,46.1,46.1,352.0,620.3,46.1,0.0,0.7000000000000001,0.0,118.7,168.3,57.3,179.7,421.9,601.6,7.1,21.3,14.9,86.2,38.2,77.2,98.4,156.9,822.8,695.2,48.1,16.7,4.9,0.7000000000000001,2.2,10.1,15.5,1921.9,1934.5,1921.9,50.4,32.5,0.0,,False,,Scrambled
204477,1,20000441,1,2016,Bradley Beal,WAS,SG,35,20000001,2017-11-07T10:35:39,55,1174.2,1389,14,291.9,649.6,36.5,42.0,206.5,429.3,39.1,85.4,220.3,31.5,109.8,143.1,62.4,33.3,120.3,153.7,1.7000000000000002,6.5,4.1,130.9,43.9,7.3,91.1,95.1,778.9,712.5,44.4,13.9,12.6,1.0,0.30000000000000004,7.5,20.7,1227.1,1270.1,1227.1,-19.5,0.0,0.0,,False,,Scrambled
204478,1,20000442,1,2016,John Wall,WAS,PG,77,20000001,2017-11-07T10:35:39,77,2650.1,2263,40,465.0,1096.7,34.5,38.0,371.5,830.9,36.3,93.5,265.9,28.6,221.1,279.7,64.3,34.1,273.2,307.3,1.1,11.2,5.0,642.3,117.9,48.0,258.5,129.3,1244.7,1219.8,41.5,17.6,37.6,1.7000000000000002,1.1,14.2,23.3,2815.9,2906.1,2815.9,82.1,39.8,2.6,,False,,Scrambled
204479,1,20000443,1,2016,Otto Porter,WAS,SF,73,20000001,2017-11-07T10:35:39,75,1400.6,1850,33,275.6,583.7,38.4,43.9,195.9,366.7,43.4,79.7,217.1,29.8,77.2,102.4,61.3,78.9,239.0,317.9,3.1,12.0,6.4,96.7,85.4,26.0,56.9,132.5,708.1,628.8,45.8,12.8,5.1,1.5,0.7000000000000001,5.5,13.2,1511.9,1490.8,1511.9,36.6,3.3,0.0,,False,,Scrambled
204480,1,20000444,1,2016,Drew Gooden,WAS,PF,0,20000001,2017-11-07T10:35:39,30,185.8,248,7,26.8,83.7,26.0,28.5,21.1,50.4,34.1,4.6,33.3,13.9,5.9,11.4,52.3,22.8,46.3,69.1,6.6,17.3,12.7,10.6,5.3,7.3,10.6,32.5,66.7,88.7,30.6,5.7,4.0,0.8,1.9,7.0,14.3,201.2,199.8,201.2,-67.5,1.3,0.0,,False,,Scrambled
204481,1,20000445,1,2016,Ramon Sessions,WAS,PG,5,20000001,2017-11-07T10:35:39,82,1141.3,1355,3,227.6,481.3,38.5,40.9,198.4,391.1,41.2,29.3,90.2,26.3,174.0,230.1,61.5,21.1,144.7,165.9,1.1,8.1,4.5,195.1,38.2,3.3,93.5,82.9,658.5,582.5,45.9,14.2,18.0,0.9,0.2,11.2,17.8,1183.6,1214.6,1183.6,-43.9,2.0,0.0,,False,,Scrambled
204482,6,20000446,1,2016,Kevin Seraphin,NY,C,0,20000006,2017-11-07T10:35:39,48,368.9,428,22,68.3,166.7,33.3,33.3,68.3,165.0,33.7,0.0,1.3,0.0,15.4,18.7,67.2,25.2,77.2,102.4,4.3,15.8,10.6,38.2,5.3,29.3,35.0,54.5,152.0,174.9,35.4,7.4,12.0,0.5,3.4,13.5,18.2,404.6,391.5,404.6,-69.9,0.0,0.0,,False,,Scrambled
204483,24,20000447,1,2016,Rasual Butler,SA,SF,0,20000024,2017-11-07T10:35:39,46,236.7,350,25,39.8,85.4,38.0,43.3,27.6,45.5,49.3,12.2,39.8,24.9,7.3,13.0,55.9,2.0,43.1,45.5,0.5,11.0,4.9,19.5,10.6,18.7,5.3,7.3,100.8,91.1,45.0,11.1,5.1,1.0,2.7,4.4,10.4,266.0,248.4,266.0,65.0,0.0,0.0,,False,,Scrambled
204484,3,20000449,1,2016,Kris Humphries,ATL,PF,17,20000003,2017-11-07T10:35:39,53,569.6,678,38,98.4,239.8,33.3,38.0,70.7,152.0,37.8,27.6,87.8,25.6,54.5,68.3,64.9,46.3,130.9,177.2,5.0,17.9,11.9,29.3,13.0,19.5,30.9,76.4,278.9,269.9,42.0,11.8,4.2,0.6000000000000001,1.5,6.8,15.8,602.1,608.9,602.1,-83.7,0.7000000000000001,0.0,,False,,Scrambled
