StatID,TeamID,PlayerID,SeasonType,Season,Name,Team,Position,Started,GlobalTeamID,Updated,Games,FantasyPoints,Minutes,Seconds,FieldGoalsMade,FieldGoalsAttempted,FieldGoalsPercentage,EffectiveFieldGoalsPercentage,TwoPointersMade,TwoPointersAttempted,TwoPointersPercentage,ThreePointersMade,ThreePointersAttempted,ThreePointersPercentage,FreeThrowsMade,FreeThrowsAttempted,FreeThrowsPercentage,OffensiveRebounds,DefensiveRebounds,Rebounds,OffensiveReboundsPercentage,DefensiveReboundsPercentage,TotalReboundsPercentage,Assists,Steals,BlockedShots,Turnovers,PersonalFouls,Points,TrueShootingAttempts,TrueShootingPercentage,PlayerEfficiencyRating,AssistsPercentage,StealsPercentage,BlocksPercentage,TurnOversPercentage,UsageRatePercentage,FantasyPointsFanDuel,FantasyPointsDraftKings,FantasyPointsYahoo,PlusMinus,DoubleDoubles,TripleDoubles,FantasyPointsFantasyDraft,IsClosed,LineupConfirmed,LineupStatus
195549,9,20000438,1,2009,Paul Pierce,BOS,SF,0,20000009,2017-11-07T10:35:39,81,1835.5,2115,20,376.4,823.2,31.9,35.4,293.4,611.3,33.5,82.9,211.9,27.3,319.9,385.4,57.9,39.0,279.5,318.5,1.1,10.7,4.4,204.9,55.8,18.8,158.9,149.9,1155.6,992.8,40.6,12.6,11.3,0.7000000000000001,0.30000000000000004,6.7,17.8,1910.1,1979.7,1910.1,0,3.4,0.0,,False,,Scrambled
195654,20,20000439,1,2009,Nene Hilario,DEN,C,0,20000020,2017-11-07T10:35:39,77,1566.6,1749,18,298.3,494.2,42.1,42.1,297.6,490.7,42.3,0.5,2.4,13.9,185.4,256.5,50.4,127.6,289.3,416.8,4.2,13.0,6.7,75.3,66.2,70.4,102.5,193.8,782.7,607.0,45.0,13.8,3.5,0.9,1.5,10.1,12.6,1703.2,1659.9,1703.2,0,13.9,0.0,,False,,Scrambled
195585,5,20000440,1,2009,Marcin Gortat,ORL,C,0,20000005,2017-11-07T10:35:39,63,502.0,553,3,73.9,130.3,39.5,39.5,73.2,129.6,39.4,0.5,0.5,69.7,18.1,31.4,40.3,66.9,132.4,199.3,6.8,18.3,14.1,6.8,12.5,36.9,17.4,77.4,166.6,144.1,40.2,12.0,1.4,0.6000000000000001,2.3,5.2,6.6,551.5,525.2,551.5,0,1.9,0.0,,False,,Scrambled
195595,24,20000444,1,2009,Drew Gooden,SA,PF,0,20000024,2017-11-07T10:35:39,51,788.6,881,3,165.2,352.7,32.6,32.6,165.2,349.9,32.9,0.0,1.9,0.0,91.3,108.7,58.5,78.8,173.6,252.3,5.0,16.1,11.7,33.5,20.9,12.5,53.0,100.4,421.7,400.5,36.7,11.6,3.3,0.6000000000000001,0.5,5.7,16.2,822.0,840.2,822.0,0,5.8,0.0,,False,,Scrambled
195841,15,20000445,1,2009,Ramon Sessions,MIL,PG,0,20000015,2017-11-07T10:35:39,79,1398.0,1514,28,240.5,540.2,31.0,31.3,236.3,516.5,31.9,2.9,23.7,12.3,195.9,246.7,55.3,44.6,142.9,187.5,1.6,5.7,3.6,315.0,57.9,3.4,105.9,110.1,681.0,648.7,36.6,12.8,24.1,1.0,0.1,6.8,15.6,1460.8,1472.9,1460.8,0,4.4,0.5,,False,,Scrambled
195816,23,20000447,1,2009,Rasual Butler,NO,SF,0,20000023,2017-11-07T10:35:39,82,1062.7,1821,23,242.6,559.7,30.2,36.3,145.0,309.5,32.6,97.6,250.2,27.2,59.9,76.7,54.5,34.2,154.7,188.9,1.1,5.0,3.0,52.3,35.5,42.5,41.1,110.8,642.6,593.4,37.7,5.5,2.3,0.5,1.0,3.1,11.8,1140.8,1142.6,1140.8,0,0.5,0.0,,False,,Scrambled
195962,14,20000448,1,2009,Will Bynum,DET,PG,0,20000014,2017-11-07T10:35:39,57,509.9,559,27,108.7,238.4,31.8,32.2,106.6,225.1,33.0,1.5,13.2,11.0,66.2,82.9,55.6,13.2,39.0,52.3,1.3,4.1,2.7,109.4,23.7,1.0,53.0,59.2,285.8,274.9,36.2,11.8,24.6,1.1,0.1,11.3,19.6,534.9,541.0,534.9,0,0.5,0.0,,False,,Scrambled
195754,10,20000449,1,2009,Kris Humphries,TOR,PF,0,20000010,2017-11-07T10:35:39,29,162.4,185,4,26.5,62.7,29.4,29.4,26.5,62.7,29.4,0.0,0.0,0.0,26.5,33.5,55.2,16.7,32.1,48.8,5.2,14.1,10.8,4.9,3.9,2.9,3.9,21.6,79.5,77.5,35.8,11.8,2.9,0.8,0.9,3.3,14.5,172.2,167.6,172.2,0,0.0,0.0,,False,,Scrambled
195724,19,20000450,1,2009,Martell Webster,POR,SF,0,20000019,2017-11-07T10:35:39,1,0.0,2,10,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,-5.2,0.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0,0.0,0.0,,False,,Scrambled
195622,22,20000457,1,2009,Kyle Lowry,HOU,PG,0,20000022,2017-11-07T10:35:39,77,891.0,1170,11,131.7,302.5,30.3,32.4,114.3,234.2,34.0,17.4,68.3,17.8,126.2,157.5,55.8,18.1,113.6,131.7,0.9,5.3,3.2,191.7,48.1,11.8,81.5,101.8,407.0,371.8,38.1,6.9,18.0,1.1,0.4,12.5,12.6,950.9,948.1,950.9,0,0.5,0.0,,False,,Scrambled
