StatID,TeamID,PlayerID,SeasonType,Season,Name,Team,Position,Started,GlobalTeamID,Updated,Games,FantasyPoints,Minutes,Seconds,FieldGoalsMade,FieldGoalsAttempted,FieldGoalsPercentage,EffectiveFieldGoalsPercentage,TwoPointersMade,TwoPointersAttempted,TwoPointersPercentage,ThreePointersMade,ThreePointersAttempted,ThreePointersPercentage,FreeThrowsMade,FreeThrowsAttempted,FreeThrowsPercentage,OffensiveRebounds,DefensiveRebounds,Rebounds,OffensiveReboundsPercentage,DefensiveReboundsPercentage,TotalReboundsPercentage,Assists,Steals,BlockedShots,Turnovers,PersonalFouls,Points,TrueShootingAttempts,TrueShootingPercentage,PlayerEfficiencyRating,AssistsPercentage,StealsPercentage,BlocksPercentage,TurnOversPercentage,UsageRatePercentage,FantasyPointsFanDuel,FantasyPointsDraftKings,FantasyPointsYahoo,PlusMinus,DoubleDoubles,TripleDoubles,FantasyPointsFantasyDraft,IsClosed,LineupConfirmed,LineupStatus
305300,28,20000438,1,2017,Paul Pierce,LAC,SF,7,20000028,2017-11-07T10:35:39,25,237.9,424,14,42.8,107.0,61.2,78.6,19.9,41.3,73.5,22.9,65.7,53.4,15.3,19.9,117.6,2.3,71.9,73.4,1.0,28.2,14.8,15.3,9.4,11.7,24.5,61.2,123.8,115.8,82.0,10.4,11.7,1.7000000000000002,3.4,26.7,22.8,251.7,265.3,251.7,42.8,0.0,0.0,,False,,Scrambled
304708,22,20000439,1,2017,Nene Hilario,HOU,C,8,20000022,2017-11-07T10:35:39,67,1771.0,1830,69,374.6,607.0,94.3,94.8,370.0,593.3,95.4,7.0,13.8,50.9,177.4,301.2,90.1,143.7,282.9,426.6,13.1,25.8,19.4,99.4,84.1,61.2,111.6,249.2,931.2,739.5,96.3,32.6,13.1,5.2,6.3,20.0,30.2,1916.3,1852.8,1916.3,296.6,2.3,0.0,,False,,Scrambled
305301,1,20000440,1,2017,Marcin Gortat,WAS,C,82,20000001,2017-11-07T10:35:39,82,3311.8,3907,49,596.3,1030.5,88.5,88.5,596.3,1027.5,88.7,0.0,4.7,0.0,157.5,243.1,99.1,363.9,928.1,1292.0,16.1,40.7,28.5,186.5,56.6,99.4,180.4,325.7,1350.1,1137.5,90.7,25.8,10.4,1.7000000000000002,5.0,20.9,22.7,3467.8,3549.2,3467.8,308.9,55.0,0.0,,False,,Scrambled
305302,1,20000441,1,2017,Bradley Beal,WAS,SG,77,20000001,2017-11-07T10:35:39,78,3863.8,4104,35,974.0,2019.8,73.7,86.5,633.0,1175.8,82.3,341.0,844.0,61.8,431.2,522.9,126.1,81.0,285.9,367.0,5.2,11.9,11.8,409.8,131.5,32.1,238.5,259.9,2720.1,2249.9,92.4,34.0,24.8,3.7,1.5,14.6,40.7,4027.4,4174.2,4027.4,510.7,2.3,0.0,,False,,Scrambled
305303,1,20000442,1,2017,John Wall,WAS,PG,78,20000001,2017-11-07T10:35:39,78,5414.6,4335,49,989.3,2192.6,69.0,73.9,853.2,1776.7,73.4,136.1,415.9,50.0,645.2,805.8,122.5,87.2,415.9,503.0,5.3,16.5,15.3,1270.6,243.1,76.4,493.9,230.9,2759.8,2547.1,82.9,39.1,71.7,6.5,3.4,24.8,47.1,5734.2,5869.4,5734.2,379.2,76.4,0.0,,False,,Scrambled
305304,1,20000443,1,2017,Otto Porter,WAS,SF,80,20000001,2017-11-07T10:35:39,80,3276.3,3983,11,633.0,1227.8,78.9,93.0,406.7,704.9,88.2,226.3,522.9,66.2,151.4,182.0,127.2,178.9,607.0,785.9,11.9,26.1,17.0,183.5,177.4,62.7,65.7,295.1,1643.7,1307.8,96.0,28.8,10.1,5.2,3.1,11.2,23.2,3516.4,3489.2,3516.4,293.6,18.3,0.0,,False,,Scrambled
304709,2,20000445,1,2017,Ramon Sessions,CHA,PG,1,20000002,2017-11-07T10:35:39,50,919.1,1238,61,152.9,402.1,58.1,63.9,120.8,307.3,60.1,32.1,94.8,51.8,139.1,180.4,117.9,16.8,94.8,111.6,3.5,12.9,11.6,197.2,36.7,7.0,70.3,65.7,477.0,481.5,75.7,20.8,37.0,3.5,0.7000000000000001,19.5,30.8,960.4,975.9,960.4,-122.3,0.0,0.0,,False,,Scrambled
304710,13,20000446,1,2017,Kevin Seraphin,IND,C,3,20000013,2017-11-07T10:35:39,49,705.0,855,29,166.7,302.7,84.2,84.2,166.7,299.7,85.0,0.0,4.7,0.0,21.4,33.6,97.2,64.2,154.4,218.6,13.0,30.6,21.9,35.2,10.7,29.1,44.3,100.9,354.7,317.5,85.5,23.9,10.2,1.5,7.0,18.7,29.1,744.8,738.1,744.8,-152.9,0.0,0.0,,False,,Scrambled
305305,3,20000449,1,2017,Kris Humphries,ATL,PF,4,20000003,2017-11-07T10:35:39,56,902.9,1052,60,133.0,327.2,62.2,68.7,104.0,244.6,65.0,29.1,82.6,53.8,97.9,125.4,119.3,91.7,221.7,313.4,14.8,34.9,25.0,44.3,22.9,32.1,42.8,105.5,393.0,382.4,78.6,23.4,14.9,2.5,6.1,15.4,27.1,957.9,954.5,957.9,-102.4,0.0,0.0,,False,,Scrambled
304711,30,20000452,1,2017,Garrett Temple,SAC,SG,20,20000030,2017-11-07T10:35:39,65,1719.8,2642,37,279.8,660.5,64.8,79.4,154.4,322.6,73.2,125.4,337.9,56.7,88.7,113.1,119.9,48.9,232.4,281.3,5.0,15.4,14.4,256.9,128.4,42.8,119.3,215.6,773.7,710.3,83.3,18.5,22.0,5.8,3.4,22.0,21.8,1891.1,1856.2,1891.1,-272.2,0.0,0.0,,False,,Scrambled
