StatID,TeamID,PlayerID,SeasonType,Season,Name,Team,Position,Started,GlobalTeamID,Updated,Games,FantasyPoints,Minutes,Seconds,FieldGoalsMade,FieldGoalsAttempted,FieldGoalsPercentage,EffectiveFieldGoalsPercentage,TwoPointersMade,TwoPointersAttempted,TwoPointersPercentage,ThreePointersMade,ThreePointersAttempted,ThreePointersPercentage,FreeThrowsMade,FreeThrowsAttempted,FreeThrowsPercentage,OffensiveRebounds,DefensiveRebounds,Rebounds,OffensiveReboundsPercentage,DefensiveReboundsPercentage,TotalReboundsPercentage,Assists,Steals,BlockedShots,Turnovers,PersonalFouls,Points,TrueShootingAttempts,TrueShootingPercentage,PlayerEfficiencyRating,AssistsPercentage,StealsPercentage,BlocksPercentage,TurnOversPercentage,UsageRatePercentage,FantasyPointsFanDuel,FantasyPointsDraftKings,FantasyPointsYahoo,PlusMinus,DoubleDoubles,TripleDoubles,FantasyPointsFantasyDraft,IsClosed,LineupConfirmed,LineupStatus
195245,9,20000438,1,2010,Paul Pierce,BOS,SF,0,20000009,2017-11-07T10:35:39,15,422.6,466,45,84.5,164.6,45.1,50.9,62.5,111.8,49.2,22.0,52.8,36.7,61.6,73.0,74.2,7.0,54.6,62.5,1.7000000000000002,12.8,6.6,54.6,15.0,3.9,25.5,35.2,252.6,196.7,56.5,18.7,16.6,1.3,0.6000000000000001,10.1,19.9,441.9,450.8,441.9,0,0.8,0.0,,False,,Scrambled
195352,20,20000439,1,2010,Nene Hilario,DEN,C,0,20000020,2017-11-07T10:35:39,13,367.9,382,46,63.4,103.0,54.1,54.1,63.4,103.0,54.1,0.0,0.0,0.0,41.4,57.2,63.6,30.8,73.0,103.8,7.4,18.7,13.7,29.0,14.1,13.2,22.9,42.2,168.1,128.1,57.7,18.7,10.7,1.4,1.9,13.3,15.4,395.2,389.8,395.2,0,3.1,0.0,,False,,Scrambled
195283,5,20000440,1,2010,Marcin Gortat,ORL,C,0,20000005,2017-11-07T10:35:39,14,146.3,216,4,21.1,44.0,42.2,42.2,21.1,44.0,42.2,0.0,0.0,0.0,11.4,15.8,63.5,16.7,37.0,53.7,6.8,17.8,12.7,1.5,3.1,15.0,11.4,22.9,53.7,51.0,46.3,8.5,1.0,0.7000000000000001,4.1,16.1,11.8,164.7,154.7,164.7,0,0.0,0.0,,False,,Scrambled
195151,25,20000444,1,2010,Drew Gooden,DAL,PF,0,20000025,2017-11-07T10:35:39,11,188.1,228,26,36.1,81.8,38.8,38.8,36.1,81.0,39.2,0.0,0.8,0.0,12.3,16.7,64.9,23.8,45.8,69.5,10.4,19.3,14.9,1.5,3.1,12.3,14.1,31.7,84.5,89.2,41.6,10.9,0.9,0.6000000000000001,3.2,12.0,18.1,204.0,202.6,204.0,0,2.3,0.0,,False,,Scrambled
195416,16,20000445,1,2010,Ramon Sessions,MIN,PG,0,20000016,2017-11-07T10:35:39,13,189.9,267,42,35.2,77.4,40.0,40.0,35.2,73.9,41.9,0.0,3.1,0.0,15.8,24.6,56.6,11.4,27.3,38.7,3.5,10.2,6.1,40.5,7.0,0.0,19.4,19.4,86.2,88.3,42.9,10.7,20.8,1.1,0.0,15.8,15.4,197.8,201.5,197.8,0,0.0,0.0,,False,,Scrambled
195394,28,20000447,1,2010,Rasual Butler,LAC,SF,0,20000028,2017-11-07T10:35:39,16,225.6,423,43,45.8,125.8,32.0,38.2,29.0,64.2,39.8,16.7,61.6,23.8,25.5,31.7,70.9,7.0,37.8,45.8,0.9,5.7,3.0,19.4,4.6,5.4,15.0,29.0,133.8,139.8,42.1,6.4,5.1,0.30000000000000004,0.4,7.5,14.1,237.1,243.8,237.1,0,0.0,0.0,,False,,Scrambled
195473,14,20000448,1,2010,Will Bynum,DET,PG,0,20000014,2017-11-07T10:35:39,14,292.5,344,38,59.0,134.6,38.5,40.3,54.6,119.7,40.1,3.9,15.0,25.9,44.9,54.6,72.4,5.4,30.8,37.0,1.7000000000000002,8.4,5.1,56.3,8.5,1.5,26.4,34.3,167.2,158.6,46.3,13.9,26.5,1.2,0.4,12.5,22.3,304.0,309.8,304.0,0,0.0,0.0,,False,,Scrambled
195234,25,20000449,1,2010,Kris Humphries,DAL,PF,0,20000025,2017-11-07T10:35:39,14,181.3,194,14,35.2,73.9,41.9,41.9,35.2,73.9,41.9,0.0,0.0,0.0,16.7,29.0,50.7,24.6,37.0,61.6,12.7,18.4,15.6,4.6,4.6,4.6,7.7,26.4,87.1,86.7,44.3,15.0,3.4,1.1,1.6,7.1,19.7,191.8,190.1,191.8,0,0.8,0.0,,False,,Scrambled
195208,19,20000450,1,2010,Martell Webster,POR,SF,0,20000019,2017-11-07T10:35:39,15,162.7,260,33,27.3,74.8,32.1,39.3,15.8,37.8,36.9,11.4,37.0,27.3,21.1,22.9,81.2,3.1,24.6,28.2,1.3,8.2,5.0,7.0,13.2,7.0,12.3,22.9,87.1,84.9,45.1,8.2,3.9,2.2,1.8,11.1,15.6,183.8,176.0,183.8,0,0.0,0.0,,False,,Scrambled
195528,24,20000451,1,2010,DeJuan Blair,SA,C,0,20000024,2017-11-07T10:35:39,13,148.7,165,35,29.0,50.2,51.0,51.0,29.0,50.2,51.0,0.0,0.0,0.0,5.4,12.3,44.0,17.6,39.6,57.2,11.3,23.2,17.5,10.6,1.5,3.9,12.3,27.3,64.2,55.6,51.0,13.9,8.4,0.4,1.5,16.0,16.9,154.9,159.1,154.9,0,0.8,0.0,,False,,Scrambled
195421,13,20000454,1,2010,Tyler Hansbrough,IND,PF,0,20000013,2017-11-07T10:35:39,8,109.5,107,0,17.6,51.0,30.4,30.4,17.6,51.0,30.4,0.0,0.0,0.0,15.8,27.3,51.1,15.0,17.6,32.6,13.1,14.9,14.0,7.7,2.3,2.3,3.9,14.1,51.0,63.0,35.7,13.4,12.7,1.0,1.3,5.0,24.6,114.8,113.3,114.8,0,0.0,0.0,,False,,Scrambled
195408,10,20000456,1,2010,DeMar DeRozan,TOR,SG,0,20000010,2017-11-07T10:35:39,14,155.2,224,12,30.8,66.9,40.6,42.9,27.3,59.0,40.7,3.1,7.0,39.1,8.5,15.0,56.9,12.3,24.6,37.0,5.1,11.4,7.6,10.6,7.7,7.0,13.2,23.8,74.8,73.5,44.8,10.4,5.5,1.6,2.1,13.4,15.4,172.0,165.4,172.0,0,0.0,0.0,,False,,Scrambled
195170,22,20000457,1,2010,Kyle Lowry,HOU,PG,0,20000022,2017-11-07T10:35:39,16,293.9,343,34,34.3,86.2,35.0,39.5,26.4,63.4,36.7,7.0,22.9,30.4,35.2,47.5,65.2,19.4,33.4,52.8,4.7,10.4,6.8,72.2,15.0,3.9,28.2,40.5,111.8,107.1,45.8,13.4,26.2,1.7000000000000002,0.7000000000000001,18.3,15.1,313.3,314.6,313.3,0,0.0,0.0,,False,,Scrambled
195294,10,20000458,1,2010,Amir Johnson,TOR,PF,0,20000010,2017-11-07T10:35:39,14,143.4,198,33,19.4,32.6,52.4,52.4,19.4,32.6,52.4,0.0,0.0,0.0,14.1,20.2,61.2,24.6,32.6,57.2,13.1,16.9,15.0,3.1,5.4,5.4,7.0,40.5,52.8,41.5,56.1,12.0,1.9,1.2,1.8,14.1,8.7,155.8,150.3,155.8,0,0.0,0.0,,False,,Scrambled
195161,7,20000459,1,2010,Lou Williams,PHI,SG,0,20000007,2017-11-07T10:35:39,13,351.1,393,19,70.4,144.3,42.9,46.6,58.1,100.3,51.0,12.3,44.0,24.6,37.8,45.8,72.8,4.6,34.3,39.6,1.2,8.3,4.7,58.1,20.2,2.3,20.2,20.2,191.0,164.5,51.0,17.6,22.5,2.1,0.4,8.5,19.3,374.0,370.7,374.0,0,0.8,0.0,,False,,Scrambled
