0,1,2,3
RK,NAME,TEAM,SALARY
1,"Shaquille O'Neal, C",Miami Heat,"$29,464,000"
2,"Dikembe Mutombo, C",Houston Rockets,"$19,684,000"
3,"Allan Houston, SG",New York Knicks,"$17,531,000"
4,"Chris Webber, C",Philadelphia 76ers,"$17,351,000"
5,"Damon Stoudamire, PG",Portland Trail Blazers,"$15,750,000"
6,"Antoine Walker, PF",Boston Celtics,"$14,625,000"
7,"Shareef Abdur-Rahim, PF",Portland Trail Blazers,"$14,625,000"
8,"Allen Iverson, SG",Philadelphia 76ers,"$14,625,000"
9,"Latrell Sprewell, SG",Minnesota Timberwolves,"$14,625,000"
10,"Vin Baker, PF",Houston Rockets,"$14,625,000"
RK,NAME,TEAM,SALARY
11,"Zydrunas Ilgauskas, C",Cleveland Cavaliers,"$14,625,000"
12,"Anfernee Hardaway, SF",New York Knicks,"$14,625,000"
13,"Ray Allen, SG",Seattle SuperSonics,"$14,625,000"
14,"Kobe Bryant, SF",Los Angeles Lakers,"$14,625,000"
15,"Stephon Marbury, PG",New York Knicks,"$14,625,000"
16,"Michael Finley, SG",Dallas Mavericks,"$14,609,000"
17,"Tracy McGrady, SG",Houston Rockets,"$14,487,000"
18,"Jalen Rose, SG",Toronto Raptors,"$14,487,000"
19,"Keith Van Horn, PF",Dallas Mavericks,"$14,487,000"
20,"Grant Hill, SF",Orlando Magic,"$14,487,000"
RK,NAME,TEAM,SALARY
21,"Eddie Jones, SG",Miami Heat,"$13,440,000"
22,"Brian Grant, PF",Los Angeles Lakers,"$13,346,000"
23,"Vince Carter, G",New Jersey Nets,"$13,281,000"
24,"Tim Thomas, PF",New York Knicks,"$12,900,000"
25,"Antonio Davis, PF",Chicago Bulls,"$12,000,000"
26,"Glenn Robinson, SF",San Antonio Spurs,"$12,000,000"
27,"Nick Van Exel, PG",Portland Trail Blazers,"$11,821,000"
28,"Theo Ratliff, C",Portland Trail Blazers,"$10,937,000"
29,"Kerry Kittles, SG",LA Clippers,"$9,817,000"
30,"Jamal Mashburn, SF",Philadelphia 76ers,"$9,300,000"
RK,NAME,TEAM,SALARY
31,"Maurice Taylor, PF",New York Knicks,"$8,450,000"
32,"Derek Anderson, SG",Portland Trail Blazers,"$8,444,000"
33,"Alan Henderson, PF",Dallas Mavericks,"$8,273,000"
34,"Austin Croshere, PF",Indiana Pacers,"$8,260,000"
35,"Erick Dampier, C",Dallas Mavericks,"$8,105,000"
36,"Kelvin Cato, C",Orlando Magic,"$7,992,000"
37,"Marcus Camby, C",Denver Nuggets,"$7,750,000"
38,"Shandon Anderson, SF",Miami Heat,"$7,300,000"
39,"Lorenzen Wright, PF",Memphis Grizzlies,"$7,150,000"
40,"Jerry Stackhouse, SF",Dallas Mavericks,"$7,000,000"
RK,NAME,TEAM,SALARY
41,"Doug Christie, SG",Orlando Magic,"$6,875,000"
42,"Peja Stojakovic, SF",Sacramento Kings,"$6,875,000"
43,"Kenyon Martin, PF",Denver Nuggets,"$6,667,000"
44,"Howard Eisley, PG",Utah Jazz,"$6,375,000"
45,"Nazr Mohammed, C",San Antonio Spurs,"$6,270,000"
46,"Vitaly Potapenko, C",Seattle SuperSonics,"$6,191,000"
47,"Christian Laettner, PF",Miami Heat,"$6,078,000"
48,"Stromile Swift, PF",Memphis Grizzlies,"$6,022,000"
49,"Ben Wallace, PF",Detroit Pistons,"$6,000,000"
50,"Danny Fortson, C",Seattle SuperSonics,"$5,922,000"
RK,NAME,TEAM,SALARY
51,"Calvin Booth, C",Milwaukee Bucks,"$5,900,000"
52,"Joe Smith, PF",Milwaukee Bucks,"$5,899,000"
53,"Ruben Patterson, PF",Portland Trail Blazers,"$5,899,000"
54,"Clarence Weatherspoon, PF",Houston Rockets,"$5,899,000"
55,"Kurt Thomas, PF",New York Knicks,"$5,885,000"
56,"Jahidi White, C",Charlotte Bobcats,"$5,884,000"
57,"Cuttino Mobley, SG",Sacramento Kings,"$5,883,000"
58,"Scot Pollard, C",Indiana Pacers,"$5,792,000"
59,"Steve Nash, PG",Phoenix Suns,"$5,750,000"
60,"Shawn Bradley, C",Dallas Mavericks,"$5,714,000"
RK,NAME,TEAM,SALARY
61,"Jerome Williams, PF",New York Knicks,"$5,600,000"
62,"Corliss Williamson, PF",Sacramento Kings,"$5,500,000"
63,"Aaron McKie, SG",Philadelphia 76ers,"$5,500,000"
64,"Darius Miles, SF",Portland Trail Blazers,"$5,419,000"
65,"Kwame Brown, C",Washington Wizards,"$5,361,000"
66,"Bo Outlaw, PF",Phoenix Suns,"$5,355,000"
67,"Marcus Fizer, F",Milwaukee Bucks,"$4,915,000"
68,"Lamond Murray, SF",Toronto Raptors,"$4,875,000"
69,"Eric Snow, PG",Cleveland Cavaliers,"$4,875,000"
70,"Tony Battie, C",Orlando Magic,"$4,800,000"
RK,NAME,TEAM,SALARY
71,"Michael Stewart, PF",Atlanta Hawks,"$4,800,000"
72,"Mike Miller, SG",Memphis Grizzlies,"$4,482,000"
73,"Pau Gasol, PF",Memphis Grizzlies,"$4,318,000"
74,"Marc Jackson, PF",Philadelphia 76ers,"$4,225,000"
75,"Chucky Atkins, PG",Los Angeles Lakers,"$4,200,000"
76,"DerMarr Johnson, SF",Denver Nuggets,"$4,119,000"
