0,1,2,3
RK,NAME,TEAM,SALARY
1,"Stephen Curry, PG",Golden State Warriors,"$51,915,615"
2,"Kevin Durant, PF",Phoenix Suns,"$47,649,433"
3,"LeBron James, SF",Los Angeles Lakers,"$47,607,350"
4,"Nikola Jokic, C",Denver Nuggets,"$47,607,350"
5,"Joel Embiid, C",Philadelphia 76ers,"$46,900,000"
6,"Bradley Beal, SG",Phoenix Suns,"$46,741,590"
7,"Giannis Antetokounmpo, PF",Milwaukee Bucks,"$45,640,084"
8,"Damian Lillard, PG",Milwaukee Bucks,"$45,640,084"
9,"Kawhi Leonard, SF",LA Clippers,"$45,640,084"
10,"Paul George, F",LA Clippers,"$45,640,084"
RK,NAME,TEAM,SALARY
11,"Jimmy Butler, SF",Miami Heat,"$45,183,960"
12,"Klay Thompson, SG",Golden State Warriors,"$43,219,440"
13,"Rudy Gobert, C",Minnesota Timberwolves,"$41,000,000"
14,"Fred VanVleet, PG",Houston Rockets,"$40,806,300"
15,"Anthony Davis, PF",Los Angeles Lakers,"$40,600,080"
16,"Luka Doncic, PG",Dallas Mavericks,"$40,064,220"
17,"Zach LaVine, SG",Chicago Bulls,"$40,064,220"
18,"Trae Young, PG",Atlanta Hawks,"$40,064,220"
19,"Tobias Harris, PF",Philadelphia 76ers,"$39,270,150"
20,"Pascal Siakam, PF",Toronto Raptors,"$37,893,408"
RK,NAME,TEAM,SALARY
21,"Ben Simmons, PG",Brooklyn Nets,"$37,893,408"
22,"Kyrie Irving, PG",Dallas Mavericks,"$37,037,037"
23,"Jrue Holiday, PG",Boston Celtics,"$36,861,707"
24,"Devin Booker, SG",Phoenix Suns,"$36,016,200"
25,"Karl-Anthony Towns, C",Minnesota Timberwolves,"$36,016,200"
26,"Kristaps Porzingis, C",Boston Celtics,"$36,016,200"
27,"CJ McCollum, SG",New Orleans Pelicans,"$35,802,469"
28,"James Harden, SG",LA Clippers,"$35,640,000"
29,"Ja Morant, PG",Memphis Grizzlies,"$34,005,250"
30,"Darius Garland, PG",Cleveland Cavaliers,"$34,005,250"
RK,NAME,TEAM,SALARY
31,"Zion Williamson, PF",New Orleans Pelicans,"$34,005,250"
32,"Jamal Murray, PG",Denver Nuggets,"$33,833,400"
33,"Brandon Ingram, SF",New Orleans Pelicans,"$33,833,400"
34,"Shai Gilgeous-Alexander, PG",Oklahoma City Thunder,"$33,386,850"
35,"Michael Porter Jr., SF",Denver Nuggets,"$33,386,850"
36,"Donovan Mitchell, SG",Cleveland Cavaliers,"$33,162,030"
37,"De'Aaron Fox, PG",Sacramento Kings,"$32,600,060"
38,"Bam Adebayo, C",Miami Heat,"$32,600,060"
39,"Jayson Tatum, SF",Boston Celtics,"$32,600,060"
40,"Deandre Ayton, C",Portland Trail Blazers,"$32,459,438"
RK,NAME,TEAM,SALARY
41,"Jaylen Brown, SG",Boston Celtics,"$31,830,357"
42,"Gordon Hayward, SF",Charlotte Hornets,"$31,500,000"
43,"Chris Paul, PG",Golden State Warriors,"$30,800,000"
44,"Domantas Sabonis, PF",Sacramento Kings,"$30,600,000"
45,"Kyle Lowry, PG",Miami Heat,"$29,682,540"
46,"Khris Middleton, SF",Milwaukee Bucks,"$29,320,988"
47,"DeMar DeRozan, SF",Chicago Bulls,"$28,600,000"
48,"Julius Randle, PF",New York Knicks,"$28,226,880"
49,"Jordan Poole, SG",Washington Wizards,"$27,955,357"
50,"Jerami Grant, SF",Portland Trail Blazers,"$27,586,207"
RK,NAME,TEAM,SALARY
51,"Jaren Jackson Jr., PF",Memphis Grizzlies,"$27,102,202"
52,"Tyler Herro, PG",Miami Heat,"$27,000,000"
53,"Jalen Brunson, PG",New York Knicks,"$26,346,666"
54,"Cameron Johnson, SF",Brooklyn Nets,"$25,679,348"
55,"Kyle Kuzma, SF",Washington Wizards,"$25,568,182"
56,"John Collins, PF",Utah Jazz,"$25,340,000"
57,"Brook Lopez, C",Milwaukee Bucks,"$25,000,000"
58,"Mike Conley, PG",Minnesota Timberwolves,"$24,360,000"
59,"Andrew Wiggins, SF",Golden State Warriors,"$24,330,357"
60,"Anfernee Simons, SG",Portland Trail Blazers,"$24,107,143"
RK,NAME,TEAM,SALARY
61,"RJ Barrett, SG",New York Knicks,"$23,883,929"
62,"Jordan Clarkson, PG",Utah Jazz,"$23,487,629"
63,"Dillon Brooks, SF",Houston Rockets,"$22,627,671"
64,"Malcolm Brogdon, PG",Portland Trail Blazers,"$22,500,000"
