0,1,2,3
41,"Jrue Holiday, PG",Milwaukee Bucks,"$26,231,111"
42,"Nikola Vucevic, C",Chicago Bulls,"$26,000,000"
43,"Chandler Parsons, SF",Atlanta Hawks,"$25,102,511"
44,"Buddy Hield, SG",Sacramento Kings,"$24,701,834"
45,"LaMarcus Aldridge, C",Brooklyn Nets,"$24,000,000"
46,"Jaylen Brown, SG",Boston Celtics,"$23,735,118"
47,"Draymond Green, PF",Golden State Warriors,"$22,246,956"
48,"Harrison Barnes, SF",Sacramento Kings,"$22,215,909"
49,"Fred VanVleet, PG",Toronto Raptors,"$21,250,000"
50,"Victor Oladipo, SG",Miami Heat,"$21,000,000"
RK,NAME,TEAM,SALARY
51,"Malcolm Brogdon, PG",Indiana Pacers,"$20,700,000"
52,"Domantas Sabonis, PF",Indiana Pacers,"$19,800,000"
53,"Gary Harris, SG",Orlando Magic,"$19,610,714"
54,"Danilo Gallinari, PF",Atlanta Hawks,"$19,500,000"
55,"Zach LaVine, SG",Chicago Bulls,"$19,500,000"
56,"Jerami Grant, SF",Detroit Pistons,"$19,050,000"
57,"Tim Hardaway Jr., SF",Dallas Mavericks,"$18,975,000"
58,"Terry Rozier, SG",Charlotte Hornets,"$18,900,000"
59,"Julius Randle, PF",New York Knicks,"$18,900,000"
60,"Allen Crabbe, G",Minnesota Timberwolves,"$18,500,000"
RK,NAME,TEAM,SALARY
61,"Aaron Gordon, PF",Denver Nuggets,"$18,136,364"
62,"Goran Dragic, PG",Miami Heat,"$18,000,000"
63,"Myles Turner, C",Indiana Pacers,"$18,000,000"
64,"Bogdan Bogdanovic, SG",Atlanta Hawks,"$18,000,000"
65,"Bojan Bogdanovic, SF",Utah Jazz,"$17,850,000"
66,"Evan Fournier, SG",Boston Celtics,"$17,150,000"
67,"Ricky Rubio, PG",Minnesota Timberwolves,"$17,000,000"
68,"Eric Bledsoe, SG",New Orleans Pelicans,"$16,875,000"
69,"Eric Gordon, SG",Houston Rockets,"$16,869,276"
70,"Timofey Mozgov, C",Orlando Magic,"$16,720,000"
RK,NAME,TEAM,SALARY
71,"Caris LeVert, SG",Indiana Pacers,"$16,203,704"
72,"Joe Harris, SF",Brooklyn Nets,"$16,071,429"
73,"James Johnson, PF",New Orleans Pelicans,"$16,047,100"
74,"Dennis Schroder, PG",Los Angeles Lakers,"$16,000,000"
75,"Clint Capela, C",Atlanta Hawks,"$16,000,000"
76,"Cody Zeller, C",Charlotte Hornets,"$15,415,730"
77,"Danny Green, F",Philadelphia 76ers,"$15,365,853"
78,"Davis Bertans, SF",Washington Wizards,"$15,000,000"
79,"Andre Iguodala, F",Miami Heat,"$15,000,000"
80,"Jonas Valanciunas, C",Memphis Grizzlies,"$15,000,000"
RK,NAME,TEAM,SALARY
81,"Marcus Morris Sr., SF",LA Clippers,"$14,888,721"
82,"Luke Babbitt, F",Miami Heat,"$14,651,700"
83,"Rudy Gay, SF",San Antonio Spurs,"$14,500,000"
84,"Kelly Oubre Jr., SG",Golden State Warriors,"$14,375,000"
85,"Dejounte Murray, SG",San Antonio Spurs,"$14,286,000"
86,"Will Barton, G",Denver Nuggets,"$13,723,214"
87,"Marcin Gortat, C",LA Clippers,"$13,565,218"
88,"Thaddeus Young, PF",Chicago Bulls,"$13,545,000"
89,"Patty Mills, PG",San Antonio Spurs,"$13,535,714"
90,"Terrence Ross, G",Orlando Magic,"$13,500,000"
RK,NAME,TEAM,SALARY
91,"Marcus Smart, PG",Boston Celtics,"$13,446,428"
92,"Malik Beasley, SG",Minnesota Timberwolves,"$13,425,895"
93,"Patrick Beverley, PG",LA Clippers,"$13,333,333"
94,"Christian Wood, F",Houston Rockets,"$13,015,873"
95,"JJ Redick, SG",Dallas Mavericks,"$13,013,700"
96,"Justise Winslow, PF",Memphis Grizzlies,"$13,000,000"
97,"Jusuf Nurkic, C",Portland Trail Blazers,"$12,888,889"
98,"Trevor Ariza, SF",Miami Heat,"$12,800,000"
99,"Courtney Lee, G",Dallas Mavericks,"$12,759,670"
100,"Brook Lopez, C",Milwaukee Bucks,"$12,697,674"
RK,NAME,TEAM,SALARY
101,"Cory Joseph, PG",Detroit Pistons,"$12,600,000"
102,"Kelly Olynyk, PF",Houston Rockets,"$12,598,243"
103,"Miles Plumlee, C",Memphis Grizzlies,"$12,500,000"
104,"T.J. Warren, SF",Indiana Pacers,"$12,500,000"
105,"Nikola Mirotic, F",Milwaukee Bucks,"$12,500,000"
106,"Tyreke Evans, G",Indiana Pacers,"$12,400,000"
107,"Markelle Fultz, PG",Orlando Magic,"$12,288,697"
108,"Taurean Prince, PF",Cleveland Cavaliers,"$12,250,000"
109,"Tony Snell, SF",Atlanta Hawks,"$12,178,571"
110,"Robert Covington, PF",Portland Trail Blazers,"$12,138,345"
RK,NAME,TEAM,SALARY
111,"Kentavious Caldwell-Pope, SG",Los Angeles Lakers,"$12,073,020"
112,"Larry Nance Jr., PF",Cleveland Cavaliers,"$11,709,091"
113,"Zach Randolph, F",Dallas Mavericks,"$11,692,308"
114,"Jordan Clarkson, PG",Utah Jazz,"$11,500,000"
115,"Spencer Dinwiddie, PG",Brooklyn Nets,"$11,454,048"
116,"Dillon Brooks, SF",Memphis Grizzlies,"$11,400,000"
117,"Omer Asik, C",Chicago Bulls,"$11,286,516"
118,"Dwight Powell, C",Dallas Mavericks,"$11,080,125"
119,"Lonzo Ball, PG",New Orleans Pelicans,"$11,003,782"
120,"Josh Richardson, SG",Dallas Mavericks,"$10,865,952"
RK,NAME,TEAM,SALARY
121,"Norman Powell, G",Portland Trail Blazers,"$10,865,952"
122,"Joe Ingles, SG",Utah Jazz,"$10,863,637"
123,"Jeremy Lamb, SG",Indiana Pacers,"$10,500,000"
124,"DeAndre Jordan, C",Brooklyn Nets,"$10,375,678"
125,"Zion Williamson, PF",New Orleans Pelicans,"$10,245,480"
126,"Rodney Hood, SG",Toronto Raptors,"$10,047,450"
127,"Tomas Satoransky, SG",Chicago Bulls,"$10,000,000"
128,"Darren Collison, PG",Los Angeles Lakers,"$10,000,000"
129,"Jayson Tatum, SF",Boston Celtics,"$9,897,120"
130,"Anthony Edwards, SG",Minnesota Timberwolves,"$9,757,440"
RK,NAME,TEAM,SALARY
131,"Al-Farouq Aminu, SF",Chicago Bulls,"$9,720,900"
132,"Dante Exum, G",Cleveland Cavaliers,"$9,600,000"
133,"George Hill, PG",Philadelphia 76ers,"$9,590,602"
134,"De'Anthony Melton, SG",Memphis Grizzlies,"$9,571,712"
135,"Deandre Ayton, C",Phoenix Suns,"$9,562,920"
136,"Kyle Anderson, SF",Memphis Grizzlies,"$9,505,100"
137,"Meyers Leonard, C",Miami Heat,"$9,400,000"
138,"Montrezl Harrell, C",Los Angeles Lakers,"$9,258,000"
139,"Jae Crowder, PF",Phoenix Suns,"$9,258,000"
140,"Serge Ibaka, F",LA Clippers,"$9,258,000"
RK,NAME,TEAM,SALARY
141,"Derrick Jones Jr., SF",Portland Trail Blazers,"$9,258,000"
142,"Tristan Thompson, C",Boston Celtics,"$9,258,000"
143,"Derrick Favors, F",Utah Jazz,"$9,258,000"
144,"Dario Saric, PF",Phoenix Suns,"$9,250,000"
145,"Ja Morant, PG",Memphis Grizzlies,"$9,166,800"
146,"Delon Wright, SG",Sacramento Kings,"$9,000,000"
147,"Marvin Bagley III, PF",Sacramento Kings,"$8,963,640"
148,"Cedi Osman, SF",Cleveland Cavaliers,"$8,840,580"
149,"Tyus Jones, PG",Memphis Grizzlies,"$8,817,143"
150,"James Wiseman, C",Golden State Warriors,"$8,730,240"
RK,NAME,TEAM,SALARY
151,"Royce O'Neale, PF",Utah Jazz,"$8,500,000"
152,"Thomas Bryant, C",Washington Wizards,"$8,333,333"
153,"CJ Miles, G",Boston Celtics,"$8,333,333"
154,"Maxi Kleber, PF",Dallas Mavericks,"$8,325,000"
155,"RJ Barrett, SG",New York Knicks,"$8,231,760"
156,"Jakob Poeltl, C",San Antonio Spurs,"$8,101,852"
157,"De'Aaron Fox, PG",Sacramento Kings,"$8,099,627"
158,"Luka Doncic, PG",Dallas Mavericks,"$8,049,360"
159,"Mason Plumlee, C",Detroit Pistons,"$8,000,000"
160,"Lou Williams, SG",Atlanta Hawks,"$8,000,000"
RK,NAME,TEAM,SALARY
161,"P.J. Tucker, PF",Milwaukee Bucks,"$7,969,537"
162,"LaMelo Ball, PG",Charlotte Hornets,"$7,839,960"
163,"Seth Curry, SG",Philadelphia 76ers,"$7,834,449"
164,"Derrick Rose, PG",New York Knicks,"$7,682,927"
165,"Cristiano Felicio, PF",Chicago Bulls,"$7,529,020"
166,"Rajon Rondo, PG",LA Clippers,"$7,500,000"
167,"Darrell Arthur, F",Phoenix Suns,"$7,464,912"
168,"De'Andre Hunter, SF",Atlanta Hawks,"$7,422,000"
169,"Jonathan Isaac, PF",Orlando Magic,"$7,362,566"
170,"Doug McDermott, SF",Indiana Pacers,"$7,333,333"
RK,NAME,TEAM,SALARY
171,"Robin Lopez, C",Washington Wizards,"$7,300,000"
172,"Jaren Jackson Jr., PF",Memphis Grizzlies,"$7,257,360"
173,"JaMychal Green, F",Denver Nuggets,"$7,199,760"
174,"Patrick Williams, PF",Chicago Bulls,"$7,068,360"
175,"Aron Baynes, C",Toronto Raptors,"$7,000,000"
176,"Darius Miller, SF",Oklahoma City Thunder,"$7,000,000"
177,"Ivica Zubac, C",LA Clippers,"$7,000,000"
178,"Chris Boucher, PF",Toronto Raptors,"$6,750,000"
179,"Lauri Markkanen, PF",Chicago Bulls,"$6,731,508"
180,"Darius Garland, PG",Cleveland Cavaliers,"$6,720,720"
RK,NAME,TEAM,SALARY
181,"D.J. Augustin, G",Houston Rockets,"$6,666,667"
182,"Trae Young, PG",Atlanta Hawks,"$6,571,800"
183,"Juancho Hernangomez, PF",Minnesota Timberwolves,"$6,493,000"
184,"Isaac Okoro, SF",Cleveland Cavaliers,"$6,400,920"
185,"Milos Teodosic, G",LA Clippers,"$6,300,000"
186,"Frank Ntilikina, PG",New York Knicks,"$6,176,578"
187,"Wesley Johnson, F",Washington Wizards,"$6,134,520"
188,"Jarrett Culver, G",Minnesota Timberwolves,"$6,104,280"
189,"Ish Smith, PG",Washington Wizards,"$6,000,000"
190,"Alec Burks, SG",New York Knicks,"$6,000,000"
RK,NAME,TEAM,SALARY
191,"Mo Bamba, C",Orlando Magic,"$5,969,040"
192,"Onyeka Okongwu, PF",Atlanta Hawks,"$5,813,640"
193,"Justin Holiday, SF",Indiana Pacers,"$5,720,000"
194,"Jonathon Simmons, G",Washington Wizards,"$5,700,000"
195,"Dennis Smith Jr., PG",Detroit Pistons,"$5,686,677"
196,"Avery Bradley, PG",Houston Rockets,"$5,635,000"
197,"Coby White, PG",Chicago Bulls,"$5,572,680"
198,"Trey Lyles, PF",San Antonio Spurs,"$5,500,000"
199,"Alex Abrines, G",Oklahoma City Thunder,"$5,455,236"
200,"Jason Smith, F",New Orleans Pelicans,"$5,450,000"
RK,NAME,TEAM,SALARY
201,"Wendell Carter Jr., C",Orlando Magic,"$5,448,840"
202,"Zach Collins, PF",San Antonio Spurs,"$5,406,255"
203,"Malik Monk, SG",Charlotte Hornets,"$5,345,687"
204,"Killian Hayes, PG",Detroit Pistons,"$5,307,120"
205,"Alexis Ajinca, C",LA Clippers,"$5,285,394"
206,"Luke Kennard, SG",LA Clippers,"$5,273,826"
207,"Donovan Mitchell, SG",Utah Jazz,"$5,195,501"
208,"Rodney McGruder, G",Detroit Pistons,"$5,192,307"
209,"Bam Adebayo, C",Miami Heat,"$5,115,492"
210,"Jaxson Hayes, C",New Orleans Pelicans,"$5,105,160"
RK,NAME,TEAM,SALARY
211,"Mike Scott, PF",Philadelphia 76ers,"$5,005,350"
212,"Richaun Holmes, F",Sacramento Kings,"$5,005,350"
213,"Ed Davis, C",Minnesota Timberwolves,"$5,005,350"
214,"Enes Freedom, C",Portland Trail Blazers,"$5,005,350"
215,"Nerlens Noel, C",New York Knicks,"$5,000,000"
216,"Daniel Theis, C",Chicago Bulls,"$5,000,000"
217,"Dirk Nowitzki, F",Dallas Mavericks,"$5,000,000"
218,"Kyle Singler, F",Oklahoma City Thunder,"$4,996,000"
219,"Collin Sexton, PG",Cleveland Cavaliers,"$4,991,880"
220,"Pat Connaughton, SG",Milwaukee Bucks,"$4,938,272"
RK,NAME,TEAM,SALARY
221,"Obi Toppin, PF",New York Knicks,"$4,862,040"
222,"Josh Jackson, SG",Detroit Pistons,"$4,767,000"
223,"Garrett Temple, SF",Chicago Bulls,"$4,767,000"
224,"Kris Dunn, G",Atlanta Hawks,"$4,767,000"
225,"Rui Hachimura, PF",Washington Wizards,"$4,692,840"
226,"Denzel Valentine, G",Chicago Bulls,"$4,642,800"
227,"Kevin Knox II, SF",New York Knicks,"$4,588,680"
228,"D.J. Wilson, F",Houston Rockets,"$4,548,280"
229,"Deni Avdija, SF",Washington Wizards,"$4,469,160"
230,"Kevon Looney, F",Golden State Warriors,"$4,464,226"
RK,NAME,TEAM,SALARY
231,"Cam Reddish, SF",Atlanta Hawks,"$4,458,000"
232,"T.J. Leaf, PF",Portland Trail Blazers,"$4,326,825"
233,"Jalen Smith, PF",Phoenix Suns,"$4,245,720"
234,"JaVale McGee, C",Denver Nuggets,"$4,200,000"
235,"Reggie Bullock Jr., SF",New York Knicks,"$4,200,000"
236,"Mikal Bridges, SF",Phoenix Suns,"$4,161,000"
237,"Shai Gilgeous-Alexander, PG",Oklahoma City Thunder,"$4,141,320"
238,"John Collins, PF",Atlanta Hawks,"$4,137,302"
239,"Nicolo Melli, PF",Dallas Mavericks,"$4,102,564"
240,"Willie Cauley-Stein, C",Dallas Mavericks,"$4,100,000"
RK,NAME,TEAM,SALARY
241,"Devin Vassell, SG",San Antonio Spurs,"$4,033,440"
242,"Cameron Johnson, SF",Phoenix Suns,"$4,033,440"
243,"P.J. Washington, PF",Charlotte Hornets,"$4,023,600"
244,"Patrick McCaw, SF",Toronto Raptors,"$4,000,000"
245,"Dorian Finney-Smith, PF",Dallas Mavericks,"$4,000,000"
246,"Terrance Ferguson, SF",Philadelphia 76ers,"$3,944,013"
247,"Miles Bridges, SF",Charlotte Hornets,"$3,934,320"
248,"Jevon Carter, PG",Phoenix Suns,"$3,925,000"
249,"Jarrett Allen, C",Cleveland Cavaliers,"$3,909,902"
250,"O.G. Anunoby, SF",Toronto Raptors,"$3,872,215"
RK,NAME,TEAM,SALARY
251,"Gabriel Deck, SF",Oklahoma City Thunder,"$3,870,370"
252,"Tyrese Haliburton, PG",Sacramento Kings,"$3,831,840"
253,"Stanley Johnson, SF",Toronto Raptors,"$3,804,150"
254,"Jake Layman, F",Minnesota Timberwolves,"$3,761,085"
255,"Jerome Robinson, SG",Washington Wizards,"$3,737,520"
256,"Danuel House Jr., SF",Houston Rockets,"$3,717,000"
257,"Kira Lewis Jr., PG",New Orleans Pelicans,"$3,640,200"
258,"Romeo Langford, SG",Boston Celtics,"$3,631,200"
259,"Bobby Portis, F",Milwaukee Bucks,"$3,623,000"
260,"Maurice Harkless, SF",Sacramento Kings,"$3,623,000"
RK,NAME,TEAM,SALARY
261,"Wesley Matthews, SG",Los Angeles Lakers,"$3,623,000"
262,"Kyle Kuzma, SF",Los Angeles Lakers,"$3,562,178"
263,"Allonzo Trier, G",New York Knicks,"$3,551,000"
264,"Michael Porter Jr., SF",Denver Nuggets,"$3,550,800"
265,"Tony Bradley, C",Oklahoma City Thunder,"$3,542,060"
266,"Derrick White, PG",San Antonio Spurs,"$3,516,284"
267,"Bismack Biyombo, C",Charlotte Hornets,"$3,500,000"
268,"Michael Beasley, F",Brooklyn Nets,"$3,500,000"
269,"Luca Vildoza, G",Milwaukee Bucks,"$3,500,000"
270,"T.J. McConnell, PG",Indiana Pacers,"$3,500,000"
RK,NAME,TEAM,SALARY
271,"Boban Marjanovic, C",Dallas Mavericks,"$3,500,000"
272,"Josh Hart, SG",New Orleans Pelicans,"$3,491,159"
273,"Aaron Nesmith, SF",Boston Celtics,"$3,458,400"
274,"Sekou Doumbouya, SF",Detroit Pistons,"$3,449,400"
275,"Michael Carter-Williams, G",Orlando Magic,"$3,300,000"
276,"James Ennis III, F",Orlando Magic,"$3,300,000"
277,"Cole Anthony, PG",Orlando Magic,"$3,285,120"
278,"Troy Brown Jr., SF",Chicago Bulls,"$3,219,480"
279,"Chuma Okeke, PF",Orlando Magic,"$3,121,080"
280,"Isaiah Stewart, C",Detroit Pistons,"$3,121,080"
RK,NAME,TEAM,SALARY
281,"Nickeil Alexander-Walker, SG",New Orleans Pelicans,"$3,113,160"
282,"Patrick Patterson, PF",LA Clippers,"$3,077,704"
283,"Donte DiVincenzo, SG",Milwaukee Bucks,"$3,044,160"
284,"Trey Burke, PG",Dallas Mavericks,"$3,000,000"
285,"Khem Birch, C",Toronto Raptors,"$3,000,000"
286,"Ryan Arcidiacono, G",Chicago Bulls,"$3,000,000"
287,"Aleksej Pokusevski, F",Oklahoma City Thunder,"$2,964,840"
288,"Goga Bitadze, C",Indiana Pacers,"$2,957,520"
289,"Luka Samanic, F",San Antonio Spurs,"$2,892,000"
290,"Lonnie Walker IV, G",San Antonio Spurs,"$2,892,000"
RK,NAME,TEAM,SALARY
291,"Josh Green, SG",Dallas Mavericks,"$2,816,760"
292,"Kevin Huerter, SG",Atlanta Hawks,"$2,761,920"
293,"Alex Caruso, SG",Los Angeles Lakers,"$2,750,000"
294,"Matisse Thybulle, SG",Philadelphia 76ers,"$2,711,280"
295,"Saddiq Bey, SF",Detroit Pistons,"$2,689,920"
296,"Josh Okogie, SF",Minnesota Timberwolves,"$2,651,040"
297,"Marko Guduric, G",Memphis Grizzlies,"$2,625,000"
298,"Brandon Clarke, PF",Memphis Grizzlies,"$2,602,920"
299,"Precious Achiuwa, PF",Miami Heat,"$2,582,160"
300,"Tyler Herro, PG",Miami Heat,"$2,582,160"
RK,NAME,TEAM,SALARY
301,"Marc Gasol, C",Los Angeles Lakers,"$2,564,753"
302,"Nene Hilario, C",Atlanta Hawks,"$2,564,753"
303,"Grayson Allen, SG",Memphis Grizzlies,"$2,545,320"
304,"Manu Ginobili, G",San Antonio Spurs,"$2,500,000"
305,"Grant Williams, PF",Boston Celtics,"$2,498,760"
306,"Tyrese Maxey, PG",Philadelphia 76ers,"$2,478,840"
307,"Emeka Okafor, C",Philadelphia 76ers,"$2,445,085"
308,"Kendrick Perkins, C",Cleveland Cavaliers,"$2,445,085"
309,"Chandler Hutchison, SF",Washington Wizards,"$2,443,440"
310,"Tyler Zeller, C",Atlanta Hawks,"$2,436,046"
RK,NAME,TEAM,SALARY
311,"Aaron Holiday, G",Indiana Pacers,"$2,345,640"
312,"Darius Bazley, PF",Oklahoma City Thunder,"$2,339,160"
313,"Bryn Forbes, SG",Milwaukee Bucks,"$2,337,145"
314,"Ty Jerome, SG",Oklahoma City Thunder,"$2,303,040"
315,"Zeke Nnaji, PF",Denver Nuggets,"$2,284,800"
316,"Mike Muscala, C",Oklahoma City Thunder,"$2,283,034"
317,"Ben McLemore, SG",Los Angeles Lakers,"$2,283,034"
318,"Anfernee Simons, SG",Portland Trail Blazers,"$2,252,040"
319,"Brad Wanamaker, PG",Charlotte Hornets,"$2,250,000"
320,"Luke Kornet, C",Boston Celtics,"$2,250,000"
RK,NAME,TEAM,SALARY
321,"Brandon Jennings, G",Milwaukee Bucks,"$2,222,803"
322,"Nassir Little, SF",Portland Trail Blazers,"$2,210,640"
323,"Payton Pritchard, PG",Boston Celtics,"$2,193,480"
324,"R.J. Hampton, G",Orlando Magic,"$2,193,040"
325,"Edmond Sumner, PG",Indiana Pacers,"$2,160,000"
326,"Dylan Windler, SG",Cleveland Cavaliers,"$2,137,440"
327,"Immanuel Quickley, SG",New York Knicks,"$2,105,520"
328,"John Konchar, SG",Memphis Grizzlies,"$2,100,000"
329,"Landry Shamet, SG",Brooklyn Nets,"$2,090,040"
330,"Jordan Poole, SG",Golden State Warriors,"$2,063,280"
RK,NAME,TEAM,SALARY
331,"Bol Bol, C",Denver Nuggets,"$2,058,240"
332,"Sean Kilpatrick, G",Chicago Bulls,"$2,054,856"
333,"Keldon Johnson, SF",San Antonio Spurs,"$2,048,040"
334,"Robert Williams III, C",Boston Celtics,"$2,029,920"
335,"Jacob Evans, G",New York Knicks,"$2,017,320"
336,"Theo Maledon, PG",Oklahoma City Thunder,"$2,000,000"
337,"Kenrich Williams, SF",Oklahoma City Thunder,"$2,000,000"
338,"Damyean Dotson, SG",Cleveland Cavaliers,"$2,000,000"
339,"Gary Clark, F",Philadelphia 76ers,"$2,000,000"
340,"Omari Rasulala Spellman, F",New York Knicks,"$1,988,280"
RK,NAME,TEAM,SALARY
341,"Cameron Payne, PG",Phoenix Suns,"$1,977,011"
342,"Udoka Azubuike, C",Utah Jazz,"$1,977,000"
343,"Jaden McDaniels, PF",Minnesota Timberwolves,"$1,964,760"
344,"Malachi Flynn, PG",Toronto Raptors,"$1,950,600"
345,"Desmond Bane, SG",Memphis Grizzlies,"$1,936,440"
346,"Jontay Porter, C",Memphis Grizzlies,"$1,900,000"
347,"Jahlil Okafor, C",Detroit Pistons,"$1,882,867"
348,"Marquese Chriss, SF",Golden State Warriors,"$1,824,003"
349,"David Nwaba, SF",Houston Rockets,"$1,824,003"
350,"DeAndre Liggins, G",Miami Heat,"$1,795,015"
RK,NAME,TEAM,SALARY
351,"Georges Niang, SF",Utah Jazz,"$1,783,557"
352,"PJ Dozier, G",Denver Nuggets,"$1,762,796"
353,"Damion Lee, SG",Golden State Warriors,"$1,762,796"
354,"Furkan Korkmaz, SG",Philadelphia 76ers,"$1,762,796"
355,"Alfonzo McKinnie, F",Los Angeles Lakers,"$1,762,796"
356,"Abdel Nader, SF",Phoenix Suns,"$1,752,950"
357,"Semi Ojeleye, PF",Boston Celtics,"$1,752,950"
358,"DeAndre' Bembry, SG",Toronto Raptors,"$1,737,145"
359,"Kevin Porter Jr., G",Houston Rockets,"$1,717,981"
360,"Shake Milton, SG",Philadelphia 76ers,"$1,701,593"
RK,NAME,TEAM,SALARY
361,"Thanasis Antetokounmpo, SF",Milwaukee Bucks,"$1,701,593"
362,"Brandon Goodwin, G",Atlanta Hawks,"$1,701,593"
363,"Jonah Bolden, PF",Phoenix Suns,"$1,698,450"
364,"Wes Iwundu, F",New Orleans Pelicans,"$1,678,854"
365,"Dragan Bender, F",Golden State Warriors,"$1,678,854"
366,"Isaac Bonga, G",Washington Wizards,"$1,663,861"
367,"Gary Trent Jr., SG",Toronto Raptors,"$1,663,861"
368,"Kendrick Nunn, G",Miami Heat,"$1,663,861"
369,"Keita Bates-Diop, SF",San Antonio Spurs,"$1,663,861"
370,"Mitchell Robinson, C",New York Knicks,"$1,663,861"
RK,NAME,TEAM,SALARY
371,"Jalen Brunson, PG",Dallas Mavericks,"$1,663,861"
372,"Duncan Robinson, F",Miami Heat,"$1,663,861"
373,"Bruce Brown, SF",Brooklyn Nets,"$1,663,861"
374,"Hamidou Diallo, SG",Detroit Pistons,"$1,663,861"
375,"Svi Mykhailiuk, SG",Oklahoma City Thunder,"$1,663,861"
376,"Jarred Vanderbilt, PF",Minnesota Timberwolves,"$1,663,361"
377,"Julyan Stone, G",Chicago Bulls,"$1,656,092"
378,"MarShon Brooks, G",Chicago Bulls,"$1,656,092"
379,"Isaiah Thomas, G",New Orleans Pelicans,"$1,620,564"
380,"Shaquille Harrison, G",Denver Nuggets,"$1,620,564"
RK,NAME,TEAM,SALARY
381,"Isaiah Taylor, G",Toronto Raptors,"$1,620,564"
382,"Hassan Whiteside, C",Sacramento Kings,"$1,620,564"
383,"Tyler Johnson, G",Brooklyn Nets,"$1,620,564"
384,"Tyler Lydon, F",Sacramento Kings,"$1,620,564"
385,"Quinn Cook, PG",Cleveland Cavaliers,"$1,620,564"
386,"Matthew Dellavedova, PG",Cleveland Cavaliers,"$1,620,564"
387,"Kent Bazemore, SF",Golden State Warriors,"$1,620,564"
388,"Drew Eubanks, PF",San Antonio Spurs,"$1,620,564"
389,"Nicolas Batum, PF",LA Clippers,"$1,620,564"
390,"E'Twaun Moore, G",Phoenix Suns,"$1,620,564"
RK,NAME,TEAM,SALARY
391,"Isaiah Hartenstein, C",Cleveland Cavaliers,"$1,620,564"
392,"Solomon Hill, SF",Atlanta Hawks,"$1,620,564"
393,"Harry Giles III, F",Portland Trail Blazers,"$1,620,564"
394,"Josh Gray, G",Brooklyn Nets,"$1,620,564"
395,"Wilson Chandler, F",Brooklyn Nets,"$1,620,564"
396,"Glenn Robinson III, F",Sacramento Kings,"$1,620,564"
397,"Udonis Haslem, PF",Miami Heat,"$1,620,564"
398,"Sterling Brown, SF",Houston Rockets,"$1,620,564"
399,"Wayne Ellington, SG",Detroit Pistons,"$1,620,564"
400,"Jared Dudley, SF",Los Angeles Lakers,"$1,620,564"
RK,NAME,TEAM,SALARY
401,"Dwight Howard, C",Philadelphia 76ers,"$1,620,564"
402,"Carmelo Anthony, PF",Portland Trail Blazers,"$1,620,564"
